stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17,0,0,0,0,1,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,24.52,0.28,0,14.66,0,0.28,0,0,0,0,0,0,0,0,0,0.56,85.4,0.28,3.95,0,0,0,0,36.64,2.82,0.56,0.28,0,2.54,0,0,0,0.56,0,0.56,1.41,0,0,0
21Day,17.39,0,0,18.87,0,1.11,0,0.74,0,0,0,0,0,0.37,0,0.37,7.4,0.74,2.22,0,0,1.11,0,14.43,0.74,0,0.37,0,1.11,1.48,0,1.48,0,1.11,1.48,1.11,0,0,0.74
3Month,0.62,0.52,0.31,122.32,0,0,0.31,0,1.35,0.83,0.21,5.41,6.03,0.31,3.12,2.18,35.57,1.66,3.85,0.42,0.21,2.29,1.25,10.61,0,0.94,0.21,0,0.21,1.56,0.1,58.87,0,0,0,0.1,1.87,5.62,10.09
22Month,0.14,0.14,0.55,22.82,0.14,0,0.27,0.14,0.41,0.82,0.82,19.4,0.27,0.27,0.41,0.55,5.6,1.64,0.68,0,0.27,1.09,0,6.42,0.14,1.37,0.41,0.55,0,0,0,8.47,0.14,0,0,0,0,0,4.78
