stage,Endothelial,Epithelial,Erythroid,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,20.43,0,24.52
72hpf,1.07,2.14,0,0,0,2.14,0,9.63
21Day,0,0,1.34,0,0,1.34,1.34,0
3Month,0,2.56,0,12.16,0.32,0,0,0.64
22Month,0,0.55,0,0,0,0,0,0.55
