stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,32.69,12.26
72hpf,4.28,0,1.07,25.67,7.49
21Day,1.34,2.68,0,1.34,2.68
3Month,0.32,0,0,0,0.32
