stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,0,1.48,0
3dpf,1.99,0,0,0.35,0,1.35,0.33
5dpf,1.44,0.43,3.63,0,0.34,0.85,2.33
10dpf,0.99,0,3.03,0,0.45,1.49,5.91
